"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","Residential","public","enfranchisement","Variablecoded","enfranchisement_final","Changed_enfranchisement.","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","FUNDING_RECEIVED_SINCE_2017","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","HISTORY_OF_E_COLI_PRESENCE_RISK_LEVEL","TREATMENT_TECHNIUQE_VIOLATIONS_RISK_LEVEL","PERCENTAGE_OF_SOURCES_EXCEEDING_AN_MCL_RISK_LEVEL","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL","NUMBER_OF_WATER_SOURCES_RISK_LEVEL","ABESENCE_OF_INTERTIES_RISK_LEVEL","BOTTLED_WATER_OR_HAULED_WATER_RELIANCE_RISK_LEVEL","SOURCE_CAPACITY_VIOLATION_RISK_LEVEL","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL","EXTREME_WATER_BILL_RISK_LEVEL","OPERATOR_CERTIFICATION_VIOLATIONS_RISK_LEVEL","MONITORING_AND_REPORTING_VIOLATIONS_RISK_LEVEL","DAYS_CASH_ON_HAND_RISK_LEVEL","OPERATING_RATIO_RISK_LEVEL","Intend.to.apply.","Application.complete.","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP","CONSTITUENTS_OF_EMERGING_CONCERN_RISK_LEVEL_BI","NUMBER_OF_WATER_SOURCES_RISK_LEVEL_BI","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RISK_LEVEL_BI","EXTREME_WATER_BILL_RISK_LEVEL_BI","FUNDING_any","FUNDING_any_failingoratriskonly","hasnotreceivedfunding","didnotapplycovid","TMF_combined_count","TMF_combined_any","Affordability_combined_count","Affordability_combined_any","Accessibility_combined_count","Accessibility_combined_any","WQ_combined_count","WQ_combined_any"
"1604","CA1900767","GOLDEN VALLEY MUNICIPAL WATER DISTRICT","Los Angeles","LPA49 - LA COUNTY","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,20,70,62539.86419,20.66096487,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE",NA,"HIGH","Yes","Yes","C","GW","GW","Self-produced",4.26267987704132,"NONE","HIGH","HIGH","NONE","No","No","Yes","No","0","0","1","1","2","1","0","0"
"1605","CA3310075","WESTERN MWD (ARLINGTON)","Riverside","DISTRICT 20 - RIVERSIDE","Municipal Water District",NA,"Yes","Yes","Full",NA,"Full",NA,6,0,42656,32.94970361,NA,NA,0,"NO","NO","NO","NO","NO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Did not complete survey","No","C","SWP","SW","Purchased",0,NA,NA,NA,NA,"No",NA,NA,"Yes","0","0","1","1","0","0","0","0"
"1606","CA4400604","BRACKEN BRAE COUNTRY CLUB","Santa Cruz","DISTRICT 05 - MONTEREY","Mutual Benefit","HOA","Yes","No","Limited",NA,"Limited",NA,24,40,110083.4549,6.760338613,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","UNKNOWN","UNKNOWN","NONE","HIGH","UNKNOWN","UNKNOWN","Yes","Yes","C","SWP","SW","Purchased",3.71357206670431,"NONE","NONE","HIGH","HIGH","No",NA,NA,"No","1","1","2","1","0","0","0","0"
"1607","CA0707501","ANGLER S RANCH #3","Contra Costa","LPA37 - CONTRA COSTA COUNTY","Mutual Benefit","Unknown/Other","Yes","No","Limited",NA,"Limited",NA,32,60,84006,31.03829673,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",4.11087386417331,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1608","CA3600260","SMILEY PARK COUNTRY CLUB","San Bernardino","LPA66 - SAN BERNARDINO COUNTY","Mutual Benefit","Unknown/Other","Yes","No","Limited",NA,"Limited",NA,102,530,69485,30.65423305,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",6.27476202124194,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","0","0","1","1"
"1609","CA4200885","CHALK HILL ESTATES HOA","Santa Barbara","LPA72 - SANTA BARBARA COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,15,38,197500,13.73752319,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",3.66356164612965,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1610","CA4900612","HEIGHTS MUTUAL WATER COMPANY","Sonoma","DISTRICT 18 - SONOMA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,110,363,146618,6.431357189,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.89715386763674,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1611","CA4900905","MARK WEST MEADOWS MUTUAL WATER","Sonoma","DISTRICT 18 - SONOMA","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,15,25,128889,15.18465797,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",3.25809653802148,"NONE","NONE","NONE","HIGH","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"1612","CA1500566","SPRING MOUNTAIN MUTUAL WATER COMPANY","Kern","DISTRICT 19 - TEHACHAPI","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,13,26,NA,29.09963787,"Failing",1,0,"YES","NO","NO","NO","NO","NONE","NONE","NONE","NONE","VERY HIGH","HIGH","HIGH","HIGH","NONE","NONE","NONE","NONE","HIGH","HIGH","No","No","C","GWP","GW","Purchased",3.29583686600433,"NONE","HIGH","NONE","NONE","No","No","Yes","Yes","1","1","1","1","3","1","0","0"
"1613","CA5403217","OKIEVILLE HIGHLAND ACRES MWC","Tulare","DISTRICT 24 - TULARE","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,72,300,51806,45.06288328,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",5.70711026474888,"NONE","HIGH","HIGH","HIGH","No",NA,NA,"No","0","0","2","1","2","1","0","0"
"1614","CA4000834","ANZA VINEYARD ESTATES MUTUAL WATER CO","San Luis Obispo","LPA70 - SAN LUIS OBISPO COUNTY","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,6,60,101673.3705,13.76913997,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",4.11087386417331,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"1615","CA5305007","RUTH MUTUAL WATER COMPANY","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0","0","0","0","0","0","0","0"
"1616","CA5301001","BUCKTAIL MUTUAL WATER COMPANY","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,42,42,44845.42673,20.98153231,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,NA,"C","GW","GW","Self-produced",3.76120011569356,"NONE","NONE","NONE","NONE","No",NA,NA,NA,"0","0","0","0","1","1","0","0"
"1617","CA5304109","BURNT RANCH ESTATES","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,35,115,42759,11.65886272,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SW","SW","Self-produced",4.75359019110636,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1618","CA4700551","COPCO LAKE MWC","Siskiyou","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,65,181,53281,15.87110689,"Failing",0.5,0,"YES","NO","NO","NO","NO","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","UNKNOWN","UNKNOWN","No","No","C","GW","GW","Self-produced",5.2040066870768,"NONE","NONE","HIGH","HIGH","No","No","Yes","Yes","0","0","3","1","1","1","1","1"
"1619","CA5301103","COVINGTON MILL - A","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,42,60,39375,8.764224114,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.11087386417331,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1620","CA5301104","COVINGTON MILL MWC-DIVISION B","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,99,99,45341,22.184666,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Yes","Yes","C","GW","GW","Self-produced",4.60517018598809,"NONE","NONE","NONE","NONE","No",NA,NA,"No","0","0","0","0","1","1","0","0"
"1621","CA4700549","LAKE SISKIYOU M.W.C.","Siskiyou","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,84,240,62986,20.82671348,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",5.48479693349065,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1622","CA1200547","MILL CREEK M.W.C.","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,36,85,105288,14.75218053,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE",NA,"HIGH","No","No","C","GW","GW","Self-produced",4.45434729625351,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1623","CA4700872","MONTE SHASTA M.W.C.","Siskiyou","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,46,150,55133.01841,20.82671348,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",5.01727983681492,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1624","CA1200538","MYERS FLAT M.W.S. INC.","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,100,330,33204,16.46513282,"Potentially At-Risk",1,2283524,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","Yes","Yes","C","GW","GW","Self-produced",5.80211837537706,"NONE","NONE","HIGH","NONE","Yes",NA,NA,"No","0","0","1","1","1","1","0","0"
"1625","CA1206002","PALOMINO ESTATES WATER COMPANY","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,19,64,30573.31024,16.46463183,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","HIGH","No","No","C","SW","SW","Self-produced",4.17438726989564,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"1626","CA5301017","RUSH CREEK MUTUAL WATER SYSTEM","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,37,104,45341,22.184666,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","HIGH","NONE","No","No","C","SW","SW","Self-produced",4.65396035015752,"NONE","HIGH","HIGH","NONE","No",NA,NA,"Yes","1","1","2","1","2","1","0","0"
"1627","CA5304502","SALYER HEIGHTS W.S., INC","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,40,130,40729,11.65886272,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH","Did not complete survey","No","C","SW","SW","Self-produced",4.87519732320115,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1628","CA5304501","SALYER MUTUAL WC (FORMERLY RIVERVIEW AC)","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,70,231,40729,11.65886272,"Potentially At-Risk",0,413350,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","HIGH","MEDIUM","NONE","NONE","NONE","NONE","Yes","No","C","SW","SW","Self-produced",5.44673737166631,"NONE","HIGH","HIGH","HIGH","Yes",NA,NA,"Yes","0","0","3","1","2","1","0","0"
"1629","CA1200588","SEAWOOD ESTATES MUTUAL WATER COMPANY","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,25,63,21466,10.99230037,"Potentially At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","MEDIUM","NONE","NONE","HIGH","NONE","Did not complete survey","No","C","SW","SW","Self-produced",4.15888308335967,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","1","1","3","1","1","1","0","0"
"1630","CA5301201","SEYMOUR'S MUTUAL WATER SYSTEM","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,26,40,45341,22.184666,"Potentially At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","HIGH","UNKNOWN","UNKNOWN",NA,NA,"C","GW","GW","Self-produced",3.71357206670431,"NONE","HIGH","NONE","NONE","No",NA,NA,NA,"1","1","0","0","2","1","0","0"
"1631","CA4700528","SISKIYOU CO. ROLLING HILLS MWC","Siskiyou","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,96,300,37317,29.50844148,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.70711026474888,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"1632","CA4700880","SISKIYOU LAKE HIGHLANDS MWC","Siskiyou","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,84,539,67491.09204,20.82671348,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","HIGH","HIGH","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",6.29156913955832,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","2","1"
"1633","CA4700686","SUN MOUNTAIN M.W.C.","Siskiyou","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,32,55,62986,20.82671348,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.02535169073515,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1634","CA5301101","TREASURE CREEK WOODS MWC","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,32,131,39375,8.764224114,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",4.88280192258637,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"1635","CA5310003","TRINITY CENTER M.W.C. .","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,260,729,46875,8.764224114,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","SW","SW","Self-produced",6.59304453414244,"NONE","HIGH","HIGH","NONE","No",NA,NA,"Yes","0","0","2","1","2","1","0","0"
"1636","CA5301102","TRINITY KNOLLS MUTUAL WATER COMPANY","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,67,338,43521.41468,18.07744398,"Potentially At-Risk",0.5,330000,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",5.82600010738045,"NONE","NONE","HIGH","NONE","Yes",NA,NA,"Yes","0","0","2","1","1","1","0","0"
"1637","CA5304102","TRINITY VILLAGE MUTUAL WATER","Trinity","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,192,332,40729,11.65886272,"Potentially At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","MEDIUM","NONE","HIGH","NONE","NONE","NONE","No","No","C","SW","SW","Self-produced",5.80814248998044,"NONE","NONE","HIGH","NONE","No",NA,NA,"Yes","1","1","2","1","1","1","0","0"
"1638","CA1200566","ORLEANS MUTUAL WATER CO.","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,38,85,NA,14.68940191,"Failing",0.5,288600,"NO","NO","NO","NO","YES","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","UNKNOWN","NONE","NONE","NONE","NONE","HIGH","No","No","C","SW","SW","Self-produced",4.45434729625351,"NONE","HIGH","HIGH","NONE","Yes","Yes","No","Yes","0","0","2","1","2","1","0","0"
"1639","CA1200590","MOONSTONE HEIGHTS MWA","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,16,33,71000,10.99230037,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","MEDIUM","NONE","NONE","NONE","NONE","HIGH","No","No","C","GW","GW","Self-produced",3.52636052461616,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","0","0","2","1","2","1","0","0"
"1640","CA1200591","BIG LAGOON PARK WATER CO.","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Unknown/Other","Yes","No","Limited",NA,"Limited",NA,76,70,27083,10.99230037,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE",NA,NA,"C","GW","GW","Self-produced",4.26267987704132,"NONE","NONE","NONE","NONE","No",NA,NA,NA,"0","0","0","0","1","1","0","0"
"1641","CA1200544","REDCREST WATER WORKS","Humboldt","DISTRICT 01 - KLAMATH","Mutual Benefit","Unknown/Other","Yes","No","Limited",NA,"Limited",NA,35,116,37568.22606,21.72925706,"Not At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","SW","SW","Self-produced",4.76217393479776,"NONE","HIGH","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","2","1","0","0"
"1642","CA4500023","HAT CREEK HIGHLANDS MUTUAL WATER CO","Shasta","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,50,88,55093.37349,21.24189723,"At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","HIGH","NONE","HIGH","MEDIUM","HIGH","NONE","NONE","NONE","Did not complete survey","No","C","SW","SW","Self-produced",4.48863636973214,"NONE","HIGH","HIGH","HIGH","No","No","Yes","Yes","1","1","3","1","3","1","0","0"
"1643","CA3210006","LAKE ALMANOR COUNTRY CLUB MWC","Plumas","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,1714,6000,70042.17698,17.48422057,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",8.69968140098951,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"1644","CA1800511","LAKE FOREST MUTUAL W.C.","Lassen","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,220,565,76491.60238,16.62999139,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",6.33859407820318,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1645","CA4500014","LAKESHORE HEIGHTS MUTUAL WATER","Shasta","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,68,264,41350,17.32503197,"At-Risk",1,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","HIGH","HIGH","NONE","HIGH","MEDIUM","NONE","NONE","NONE","HIGH","HIGH","No","No","C","SW","SW","Self-produced",5.57972982598622,"NONE","HIGH","HIGH","NONE","No","No","Yes","Yes","1","1","2","1","2","1","0","0"
"1646","CA4510009","SHASTA FOREST VILLAGE M.W.C.","Shasta","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,403,750,58375,12.68671799,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","HIGH","HIGH","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",6.62140565176413,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"1647","CA1800534","SPAULDING EAGLE LAKE MWC","Lassen","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,79,300,65236,17.61810918,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","HIGH",NA,NA,"C","GW","GW","Self-produced",5.70711026474888,"NONE","NONE","NONE","NONE","No",NA,NA,NA,"0","0","0","0","1","1","0","0"
"1648","CA3110019","SQUAW VALLEY MWC","Placer","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,270,756,115051.4552,5.497599352,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","Did not complete survey","No","C","GW","GW","Self-produced",6.62936325343745,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
"1649","CA1800529","SUSAN HILLS ESTATES WC","Lassen","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,98,316,67411.41051,13.22958601,"Not At-Risk",0,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","UNKNOWN","UNKNOWN","NONE","NONE","UNKNOWN","UNKNOWN","No","No","C","GW","GW","Self-produced",5.75890177387728,"NONE","NONE","HIGH","HIGH","No",NA,NA,"Yes","0","0","3","1","1","1","0","0"
"1650","CA3110031","WARD WELL WATER COMPANY","Placer","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","Yes","No","Limited",NA,"Limited",NA,226,425,103036,NA,"Not At-Risk",0.5,0,"NO","NO","NO","NO","NO","NONE","NONE","NONE","NONE","NONE","HIGH","NONE","NONE","NONE","NONE","NONE","NONE","NONE","NONE","No","No","C","GW","GW","Self-produced",6.05443934626937,"NONE","NONE","NONE","NONE","No",NA,NA,"Yes","0","0","1","1","1","1","0","0"
