PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Final_inst_update,Inst_Subtype,ancillary,public,enfranchisement,Variablecoded,enfranchisement_final,SERVICE_CONNECTIONS,POPULATION,MHI,CALENVIRO_SCREEN_SCORE,FINAL_SAFER_STATUS,PRIMARY_MCL_VIOLATION,SECONDARY_MCL_VIOLATION,E_COLI_VIOLATION,TREATMENT_TECHNIQUE_VIOLATION,MONITORING_AND_REPORTING_VIOLATION,WEIGHTED_WATER_QUALITY_SCORE,WEIGHTED_ACCESSIBILITY_SCORE,WEIGHTED_AFFORDABILITY_SCORE,WEIGHTED_TMF_CAPACITY_SCORE,FUNDING_RECEIVED_SINCE_2017,Total_risk,CURRENT_FAILING,PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE,EXTREME_WATER_BILL_RAW_SCORE,HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE,Intend.to.apply.,Application.complete.,FundingYorN,Type,Primary.Source.Water.Type,Source,Purchased,LN_POP
CA1502564,SIERRA MEADOWS,Kern,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,No,No,None,NA,None,51,68,26995,29.09963787,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.5,1.42,0,0,2.92,Not Failing,0.75,0,1,No,No,No,C,GW,GW,Self-produced,4.23410650459726
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,Kern,DISTRICT 19 - TEHACHAPI,Mobile Home Park,NA,No,No,None,NA,None,104,275,49583,29.48204928,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,1,0,2.33,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.62040086571715
CA3301534,RANCHO CALIMESA MOBILE HOME PARK,Riverside,DISTRICT 20 - RIVERSIDE,Mobile Home Park,NA,No,No,None,NA,None,207,302,38890,16.47059671,Not At-Risk,NO,NO,NO,NO,NO,1.5,0.33,0,0,0,1.83,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,5.713732805509369
CA1100413,COUNTRY LEISURE MOBILE ESTATES,Glenn,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,33,40,48625,21.74591257,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,1,0,2.66,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,3.713572066704308
CA1100444,ORLAND ESTATES MOBILE H.P.,Glenn,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,74,300,35493,21.74591257,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.67,0.83,0,1.83,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,5.707110264748875
CA1100445,ORLAND MOBILE H.P.,Glenn,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,54,178,23958,27.9375062,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.67,0.17,0,2.17,Not Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,5.187385805840755
CA1100436,ORLAND OAKS MHP,Glenn,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,83,186,35493,21.74591257,Not At-Risk,NO,NO,NO,NO,NO,0,1.5,0.67,0.17,0,2.34,Not Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,5.231108616854587
CA1100452,SHADY OAKS TRAILER PARK,Glenn,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,43,62,33529,27.9375062,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.67,0,0,2,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,4.143134726391533
CA5100112,TIERRA BUENA MHP #1,Sutter,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,17,50,90938,19.47719851,Failing,YES,NO,NO,NO,NO,3.5,2.33,0,0.33,0,6.16,Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,3.9318256327243257
CA1100254,VOYLES TRAILER PARK,Glenn,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,15,27,59518,42.58541218,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0.33,0,1.99,Not Failing,0,0,0.5,NA,NA,No,C,GW,GW,Self-produced,3.332204510175204
CA1100237,WILLOWS MOBILE HOME COMMUNITY & RV PARK,Glenn,DISTRICT 21 - VALLEY,Mobile Home Park,NA,No,No,None,NA,None,87,190,59518,42.58541218,At-Risk,NO,NO,NO,NO,NO,0.75,2,1,0.17,0,3.92,Not Failing,NA,NA,0.5,No,No,No,C,GW,GW,Self-produced,5.25227342804663
CA1910066,LEISURE LAKE MOBILE ESTATES,Los Angeles,DISTRICT 22 - ANGELES,Mobile Home Park,NA,No,No,None,NA,None,211,325,24737,23.78550927,Potentially At-Risk,NO,NO,NO,NO,NO,1.5,0.33,0.33,0.33,562671,2.49,Not Failing,0,0,0.5,No,No,Yes,C,GW,GW,Self-produced,5.786897381366708
CA1000238,CAMDEN TRAILER PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,26,75,55675,50.23299837,At-Risk,NO,NO,NO,NO,NO,1.5,2.17,0,0,0,3.67,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.330733340286331
CA1000229,GREEN ACRES MOBILE HOME ESTATE,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,113,350,36728,60.33760146,Potentially At-Risk,NO,NO,NO,NO,NO,0,2,0.67,0,0,2.67,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,5.860786223465865
CA1000267,KINGS CANYON MOBILE HOME PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,26,120,43018,16.64382627,Not At-Risk,NO,NO,NO,NO,NO,0.5,0.5,0,0.17,0,1.17,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,4.795790545596741
CA1000265,MARY LOU MOBILE HOME PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,34,63,60115,8.783257495,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.1588830833596715
CA1000257,MT ARARAT MOBILE HOME PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,36,43,60115,8.783257495,Not At-Risk,NO,NO,NO,NO,NO,0.25,0.33,0,0,0,0.58,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,3.784189633918261
CA1000259,NEW HORIZONS MOBILE/RV PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,77,82,14929,53.72261422,Potentially At-Risk,NO,NO,NO,NO,NO,0,2,0.67,0.33,0,3,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,4.418840607796598
CA1000405,PIEDRA PARK ASSOCIATION,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,15,36,NA,NA,Potentially At-Risk,NO,NO,NO,NO,NO,0.25,2.17,0.33,0.17,0,2.92,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,3.6109179126442243
CA1000426,RIVERBEND MOBILE HOME & RV PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,49,400,48636,33.04692938,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0.67,0,1.67,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.993961427306569
CA1000260,SANDY CREEK VILLAGE MHP,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,45,86,68036,8.783257495,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,0,0,0.33,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.465908118654584
CA1000244,SHADY LAKES MOBILE HOME PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,65,160,47606,55.2356431,At-Risk,NO,NO,NO,NO,NO,0,2,1.08,0.67,0,3.75,Not Failing,0.75,0,0.5,No,No,No,C,GW,GW,Self-produced,5.081404364984463
CA1000247,SHERWOOD FOREST MHP,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,48,48,48636,33.04692938,Potentially At-Risk,NO,NO,NO,NO,NO,0,2,0,1,0,3,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,3.8918202981106265
CA1000378,SUNSET WEST COMMUNITY LLC,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,159,350,25045,60.33760146,Potentially At-Risk,NO,NO,NO,NO,NO,0,1,0.67,1,0,2.67,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,5.860786223465865
CA1000299,THREE PALMS MOBILEHOME PARK,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,105,347,22334,67.9428711,Failing,YES,NO,NO,NO,NO,2,3.67,1.83,0,0,7.5,Failing,1,0.5,1,No,No,No,C,GW,GW,Self-produced,5.8522024797744745
CA1000298,WOODWARD BLUFFS MHP,Fresno,DISTRICT 23 - FRESNO,Mobile Home Park,NA,No,No,None,NA,None,172,300,107827,5.508048825,Potentially At-Risk,NO,NO,NO,NO,NO,0,2,0,0.67,0,2.67,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.707110264748875
CA5400523,EL MONTE VILLAGE MHP,Tulare,DISTRICT 24 - TULARE,Mobile Home Park,NA,No,No,None,NA,None,47,100,65731,48.05199468,Failing,YES,NO,NO,NO,NO,2.5,3.67,0.67,0,0,6.84,Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,4.61512051684126
CA5400660,LAKE SUCCESS MOBILE LODGE,Tulare,DISTRICT 24 - TULARE,Mobile Home Park,NA,No,No,None,NA,None,19,80,NA,NA,At-Risk,NO,NO,NO,NO,NO,2,1.5,0.67,0.33,0,4.5,Not Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,4.394449154672439
CA5400819,MOUNTAIN VIEW MHP,Tulare,DISTRICT 24 - TULARE,Mobile Home Park,NA,No,No,None,NA,None,24,44,49128,44.35309999,At-Risk,NO,NO,NO,NO,NO,0,2,0.33,1,0,3.33,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,3.8066624897703196
CA5400504,PORTERVILLE MOBILE VILLAGE,Tulare,DISTRICT 24 - TULARE,Mobile Home Park,NA,No,No,None,NA,None,62,205,36793,60.26072785,Potentially At-Risk,NO,NO,NO,NO,NO,0,2.17,0.67,0.33,0,3.17,Not Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,5.327876168789581
CA5400529,"SHADY GROVE MOBILE HOME PARK, LLC",Tulare,DISTRICT 24 - TULARE,Mobile Home Park,NA,No,No,None,NA,None,42,95,28940,51.89152734,At-Risk,NO,NO,NO,NO,NO,0,2,1.42,0.33,0,3.75,Not Failing,0.75,0,1,No,No,No,C,GW,GW,Self-produced,4.564348191467836
CA3700041,BARRETT LAKE MH AND RV LLC,San Diego,DISTRICT 26 - IMPERIAL,Mobile Home Park,NA,No,No,None,NA,None,102,150,82000,32.33980451,Potentially At-Risk,NO,NO,NO,NO,NO,1.5,1,0,0.17,0,2.67,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.017279836814924
CA3700291,"OCOTILLO OASIS, LLC",San Diego,DISTRICT 26 - IMPERIAL,Mobile Home Park,NA,No,No,None,NA,None,55,100,35113,18.23513559,At-Risk,NO,NO,NO,NO,NO,2,0.33,0.67,0.33,0,3.33,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,4.61512051684126
CA3701961,PINE VALLEY TRAILER PARK,San Diego,DISTRICT 26 - IMPERIAL,Mobile Home Park,NA,No,No,None,NA,None,92,200,50489,6.038793938,Potentially At-Risk,NO,NO,NO,NO,NO,2,0.33,0,0.67,0,3,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.303304908059076
CA3701341,QUIET OAKS MOBILE HOME PARK,San Diego,DISTRICT 26 - IMPERIAL,Mobile Home Park,NA,No,No,None,NA,None,45,120,70568,15.71377926,Failing,YES,NO,NO,NO,NO,2,2,0.33,1,0,5.33,Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,4.795790545596741
CA3702354,WARNER SPRINGS ESTATES,San Diego,DISTRICT 26 - IMPERIAL,Mobile Home Park,NA,No,No,None,NA,None,307,443,40227,15.71377926,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0,1.33,0,1.66,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,6.095824562432225
CA1400020,ABERDEEN WATER SYSTEM,Inyo,DISTRICT 27 - MOJAVE,Mobile Home Park,NA,No,No,None,NA,None,75,23,41806,16.5189188,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.67,0,2,Not Failing,0,0,0,NA,NA,No,C,GW,GW,Self-produced,3.1780538303479458
CA1400037,FOOTHILL MOBILE HOME PARK,Inyo,DISTRICT 27 - MOJAVE,Mobile Home Park,NA,No,No,None,NA,None,48,63,21666,23.55490275,Failing,YES,NO,NO,NO,YES,2.5,0.33,0.33,1,0,4.16,Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,4.1588830833596715
CA0202522,SIERRA PINES MOBILE HOME PARK,Alpine,LPA32 - ALPINE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,32,70,34538,26.41240348,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.5,0.33,1,0,2.83,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,4.2626798770413155
CA0400040,ALMOND GROVE MOBILE PARK,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,184,253,76092,22.66075494,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.67,0,2,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,5.537334267018537
CA0400051,DINGERVILLE USA PARK,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,80,220,39153,27.39417598,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.33,0.5,0,1.16,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.3981627015177525
CA0400027,FOOTHILLS MANUFACTURED HOME COMMUNUTY,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,127,180,NA,NA,At-Risk,NO,NO,NO,NO,NO,2,1,0.67,1,0,4.67,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,5.198497031265826
CA0400042,FOREST VILLAGE LLC,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,17,28,NA,NA,Not At-Risk,NO,NO,NO,NO,NO,0,2,0,0,0,2,Not Failing,0,0,0,No,No,No,C,GW,GW,Self-produced,3.367295829986474
CA0400030,GOLDEN FEATHER MHP,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,101,275,NA,NA,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.67,1,0,2,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,5.62040086571715
CA0400023,GOLDEN OAKS MOBILE ESTATES,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,25,75,39153,27.39417598,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0.17,0,1.83,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,4.330733340286331
CA0400026,MEADOWBROOK OAKS,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,26,50,NA,NA,At-Risk,NO,NO,NO,NO,NO,0.25,1.5,0.67,1,0,3.42,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,3.9318256327243257
CA0400019,OROVILLE MOBILE HOME PARK,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,35,76,34896,35.34041419,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0.83,0,2.49,Not Failing,0,0,0.5,No,No,No,C,GW,GW,Self-produced,4.343805421853684
CA0400020,PLEASANT GROVE MHP,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,88,327,19150,26.76563384,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1,0,0,1.33,Not Failing,NA,NA,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.793013608384144
CA0400021,ROBINSON'S CORNER MHP,Butte,LPA34 - BUTTE COUNTY,Mobile Home Park,NA,No,No,None,NA,None,20,20,39153,27.39417598,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0.5,0,2.16,Not Failing,0,0,0.5,NA,NA,No,C,GW,GW,Self-produced,3.044522437723423
CA0500068,DUNROVIN MOBILE HOME VILLAGE,Calaveras,LPA35 - CALAVERAS COUNTY,Mobile Home Park,NA,No,No,None,NA,None,37,99,NA,NA,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,1.42,0.33,0,2.08,Not Failing,0.75,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,4.605170185988092
CA0500075,LAKESIDE MOBILE ESTATES,Calaveras,LPA35 - CALAVERAS COUNTY,Mobile Home Park,NA,No,No,None,NA,None,24,30,55156,16.13931443,Not At-Risk,NO,NO,NO,NO,NO,0,1.5,0,0,0,1.5,Not Failing,NA,NA,0,Did not complete survey,No,No,C,GW,GW,Self-produced,3.4339872044851463
CA0707523,BETHEL ISLAND ESTATES,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,62,200,82730,31.03829673,Potentially At-Risk,NO,NO,NO,NO,NO,0.25,1.33,0,1,0,2.58,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.303304908059076
CA0707575,BETHEL ISLAND MHC,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,65,185,81219.95796,31.03829673,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.67,0,2,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.225746673713202
CA0707588,BIG OAK MOBILE HOME PARK WATER,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,66,156,50902,25.78038462,Not At-Risk,NO,NO,NO,NO,NO,0,0.33,0.33,0.67,0,1.33,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.056245805348308
CA0707598,CAMINO MOBILEHOME,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,75,210,67708,23.06740084,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.67,0,2,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,5.351858133476067
CA0707603,CLAYTON PALMS WATER,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,196,549,94275.64442,5.360326914,Not At-Risk,NO,NO,NO,NO,NO,0,1,0,0.33,0,1.33,Not Failing,NA,NA,0,Did not complete survey,No,No,C,SWP,SW,Purchased,6.309918278226516
CA0707553,RIVERVIEW MOBILE HOMES,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,45,126,80611,42.71174105,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.67,0,2,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.844187086458591
CA0707597,SANDY POINT MOBILE HOME PARK,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,24,67,36161,31.03829673,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.33,0.67,0.67,0,2.67,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,4.219507705176107
CA0707608,MARINA MOBILE MANOR,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,24,75,36161,31.03829673,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.67,0.17,0,2.17,Not Failing,0,0,1,Did not complete survey,No,No,C,GW,GW,Self-produced,4.330733340286331
CA0707601,RUSSOS MOBILE PARK,Contra Costa,LPA37 - CONTRA COSTA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,20,110,48381,31.03829673,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0,0,1.66,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,4.709530201312334
CA0900422,CRYSTAL CAVES MHP,El Dorado,LPA39 - EL DORADO COUNTY,Mobile Home Park,NA,No,No,None,NA,None,40,112,53883,9.618286504,Not At-Risk,NO,NO,NO,NO,NO,0,1.33,0,0.67,0,2,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.727387818712341
CA0900102,GOLD BEACH PARK,El Dorado,LPA39 - EL DORADO COUNTY,Mobile Home Park,NA,No,No,None,NA,None,40,112,73581.23598,5.852945688,At-Risk,NO,NO,NO,NO,NO,4,1.5,0,0,0,5.5,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.727387818712341
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",El Dorado,LPA39 - EL DORADO COUNTY,Mobile Home Park,NA,No,No,None,NA,None,35,75,33620,9.410712683,Not At-Risk,NO,NO,NO,NO,NO,0,1.5,0.33,0,0,1.83,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,4.330733340286331
CA1300550,COUNTRY LIFE MH & RV PARK,Imperial,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,No,No,None,NA,None,306,600,33311,50.79916898,At-Risk,NO,NO,NO,NO,NO,0,1.33,2,0,0,3.33,Not Failing,NA,NA,1,Did not complete survey,No,No,C,SW,SW,Self-produced,6.398594934535208
CA1300575,DATE GARDENS MOBILE HOME PARK,Imperial,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,No,No,None,NA,None,72,101,25417,43.5816074,At-Risk,NO,NO,NO,NO,NO,0,1.33,2,0.33,0,3.66,Not Failing,NA,NA,1,Did not complete survey,No,No,C,SW,SW,Self-produced,4.624972813284271
CA1300555,MITCHELLS CAMP FAMILY ASSOC.,Imperial,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,No,No,None,NA,None,70,175,9260,25.76860601,Failing,YES,NO,NO,NO,NO,2.5,0.33,0.33,0.33,0,3.49,Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.170483995038151
CA1300572,VALLEY MOBILE HOME PARK,Imperial,LPA43 - IMPERIAL COUNTY,Mobile Home Park,NA,No,No,None,NA,None,22,70,NA,NA,At-Risk,NO,NO,NO,NO,NO,1.5,1.33,2,1.17,0,6,Not Failing,NA,NA,1,Did not complete survey,No,No,C,SW,SW,Self-produced,4.2626798770413155
CA1600002,SUNSET VISTA ESTATES MHP,Kings,LPA46 - KINGS COUNTY,Mobile Home Park,NA,No,No,None,NA,None,109,400,70557,32.66298062,At-Risk,NO,NO,NO,NO,NO,0.25,2,0.33,1,0,3.58,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.993961427306569
CA1900942,ALPINE SPRINGS MOBILE HOME PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,53,175,102206,30.1217873,Failing,NO,NO,NO,NO,YES,0.5,4,2,0.17,0,6.67,Failing,NA,NA,1,Did not complete survey,No,No,C,GW,GW,Self-produced,5.170483995038151
CA1900975,CALI LAKE RV RESORT,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,47,99,111382,14.25123949,Failing,NO,YES,NO,NO,NO,0.5,1.5,0,0.83,0,2.83,Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.605170185988092
CA1900843,CALIFORNIAN MOBILE HOME PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,133,372,16571,32.12431092,At-Risk,NO,NO,NO,NO,NO,1.5,1.33,0.33,1,0,4.16,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,5.921578419643816
CA1900529,CAMP WILLIAMS-RESORT WATER,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,69,80,47750,NA,Not At-Risk,NO,NO,NO,NO,NO,0.5,0.33,0,0.67,0,1.5,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.394449154672439
CA1900817,CLEAR SKIES MOBILE HOME PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,47,131,57010,29.83627689,At-Risk,NO,NO,NO,NO,NO,3,1.5,0.67,0.67,0,5.84,Not Failing,0,0,1,No,No,No,C,GW,GW,Self-produced,4.882801922586371
CA1900636,EL RANCHO MOBILE HOME PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,76,215,NA,NA,At-Risk,NO,NO,NO,NO,NO,0.75,1.33,2,0.67,0,4.75,Not Failing,NA,NA,1,Yes,No,No,C,GW,GW,Self-produced,5.375278407684165
CA1900649,GOLDEN SANDS MOBILE HOME PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,152,450,27895,32.12431092,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.33,0.33,0.83,0,2.49,Not Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,6.111467339502679
CA1900038,LANCASTER PARK MOBILE HOME PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,21,68,37404,51.3495546,Failing,YES,NO,NO,NO,NO,2.5,1.33,0.33,0,0,4.16,Failing,0,0,0.5,Did not complete survey,No,No,C,GW,GW,Self-produced,4.23410650459726
CA1900913,LILY OF THE VALLEY MOBILE VILLAGE,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,182,535,69394,10.14549069,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.5,1.08,0,21690.13,2.58,Not Failing,0.75,1,0,No,No,Yes,C,GW,GW,Self-produced,6.284134161070802
CA1900785,MITCHELL'S AVENUE E MOBILE HOME PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,24,24,24737,23.78550927,Failing,YES,NO,NO,NO,NO,2.5,1.33,0.33,0.33,627757,4.49,Failing,0,0,0.5,NA,NA,Yes,C,GW,GW,Self-produced,3.2188758248682006
CA1900537,OAK GROVE FAMILY PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,31,109,71033,10.23623514,At-Risk,NO,NO,NO,NO,NO,1.5,1.5,0,1,0,4,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,4.700480365792417
CA1900868,RIVERS END TRAILER PARK,Los Angeles,LPA49 - LA COUNTY,Mobile Home Park,NA,No,No,None,NA,None,45,35,66635,12.32616931,Potentially At-Risk,NO,NO,NO,NO,NO,0,1.5,0,1,0,2.5,Not Failing,0,0,0,Did not complete survey,No,No,C,GW,GW,Self-produced,3.58351893845611
