"","PWSID","PWS_Name","Counties_Served","Primacy_FINAL","Final_inst_update","Inst_Subtype","ancillary","public","enfranchisement","Variablecoded","enfranchisement_final","SERVICE_CONNECTIONS","POPULATION","MHI","CALENVIRO_SCREEN_SCORE","FINAL_SAFER_STATUS","PRIMARY_MCL_VIOLATION","SECONDARY_MCL_VIOLATION","E_COLI_VIOLATION","TREATMENT_TECHNIQUE_VIOLATION","MONITORING_AND_REPORTING_VIOLATION","WEIGHTED_WATER_QUALITY_SCORE","WEIGHTED_ACCESSIBILITY_SCORE","WEIGHTED_AFFORDABILITY_SCORE","WEIGHTED_TMF_CAPACITY_SCORE","FUNDING_RECEIVED_SINCE_2017","Total_risk","CURRENT_FAILING","PERCENT_OF_MEDIAN_HOUSEHOLD_INCOME_MHI_RAW_SCORE","EXTREME_WATER_BILL_RAW_SCORE","HOUSEHOLD_SOCIOECONOMIC_BURDEN_RAW_SCORE","Intend.to.apply.","Application.complete.","FundingYorN","Type","Primary.Source.Water.Type","Source","Purchased","LN_POP"
"1599","CA4500014","LAKESHORE HEIGHTS MUTUAL WATER","Shasta","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",68,264,29000,17.32503197,"At-Risk","NO","NO","NO","NO","NO",0,2.5,1.42,0.67,0,4.59,"Not Failing",0.75,0,1,"No","No","No","C","SW","SW","Self-produced",5.57972982598622
"1600","CA4510009","SHASTA FOREST VILLAGE M.W.C.","Shasta","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",399,750,50987,12.68671799,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.33,0,0,1.66,"Not Failing",1,1,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.62140565176413
"1601","CA1800534","SPAULDING EAGLE LAKE MWC","Lassen","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",82,300,54643,17.61810918,"Not At-Risk","NO","NO","NO","NO","NO",0,0.5,0,0.67,0,1.17,"Not Failing",0,0,0,NA,NA,"No","C","GW","GW","Self-produced",5.70711026474888
"1602","CA3110019","SQUAW VALLEY MWC","Placer","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",270,756,89544.78584,7.99332628,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0.33,0,0.91,"Not Failing",NA,NA,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.62936325343745
"1603","CA1800529","SUSAN HILLS ESTATES WC","Lassen","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",98,316,70273.49687,13.22958601,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0.33,0,0.66,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",5.75890177387728
"1604","CA3110031","WARD WELL WATER COMPANY","Placer","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",226,425,114732,NA,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0.67,0,1.33,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",6.05443934626937
"1605","CA3210007","WEST ALMANOR M.W.C.","Plumas","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",500,1394,96442,17.48422057,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0.17,0,0.5,"Not Failing",NA,NA,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",7.24064969425547
"1606","CA3200102","WHITEHAWK RANCH MWC","Plumas","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",197,765,51750,9.03234027,"Potentially At-Risk","NO","NO","NO","NO","NO",0,2,0,0.67,0,2.67,"Not Failing",0,0,0,"Did not complete survey","No","No","C","SW","SW","Self-produced",6.64118216974059
"1607","CA4500210","LASSEN PINES MUTUAL WATER CO INC","Shasta","DISTRICT 02 - LASSEN","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",198,475,47933.75082,12.68671799,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.08,0,2938557,1.41,"Not Failing",0.75,0,0.5,"Did not complete survey","No","Yes","C","GU","GW","Self-produced",6.16541785423142
"1608","CA2300502","ALBION MUTUAL WATER COMPANY","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",27,40,13750,9.383332353,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,0.33,2,0,0,2.58,"Not Failing",1,1,1,"No","No","No","C","GW","GW","Self-produced",3.71357206670431
"1609","CA2300596","BIG RIVER VISTA MUTUAL WATER COMPANY","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",19,36,58616,15.37579702,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.33,0.75,0.67,0,2.75,"Not Failing",0.75,0,0,"No","No","No","C","GW","GW","Self-produced",3.61091791264422
"1610","CA1700561","BLUE LAKES IMPROVEMENT CLUB","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",43,80,22375,18.99840872,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.5,1.33,0,0,2.83,"Not Failing",1,0,0.5,"No","No","No","C","GW","GW","Self-produced",4.39444915467244
"1611","CA2300610","CASPAR SOUTH SERVICE COMPANY","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",95,188,29647,15.37579702,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,1.83,0,0,2.16,"Not Failing",1,0.5,1,"No","No","No","C","GU","GW","Self-produced",5.24174701505964
"1612","CA1700546","CLEAR WATER MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",89,252,37250,13.25802047,"Not At-Risk","NO","NO","NO","NO","NO",0.25,2,0,0,3031747,2.25,"Not Failing",0,0,0,"Yes","Yes","Yes","C","SW","SW","Self-produced",5.53338948872752
"1613","CA1700549","CORINTHIAN BAY MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",74,150,NA,NA,"Potentially At-Risk","NO","NO","NO","NO","NO",0.75,0.5,0.67,0.67,0,2.59,"Not Failing",0,0,1,"No","No","No","C","GW","GW","Self-produced",5.01727983681492
"1614","CA1700508","GLENHAVEN MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",131,300,72963,20.00401582,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0.67,0.33,0,2,"Not Failing",0,0,1,"No","No","No","C","GW","GW","Self-produced",5.70711026474888
"1615","CA1700568","HARBOR VIEW MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",246,550,57876.07422,13.25802047,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,1.5,0.92,0,2084093.64,2.67,"Not Failing",0.75,0.5,0,"Yes","Yes","Yes","C","SW","SW","Self-produced",6.31173480915291
"1616","CA1710003","HIGHLANDS MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",2879,9494,32133.37522,22.71180628,"Potentially At-Risk","NO","NO","NO","NO","NO",0.75,0.17,1.67,0,0,2.59,"Not Failing",1,0,1,"Yes","No","No","C","SW","SW","Self-produced",9.15852062324639
"1617","CA2810001","HOWELL MOUNTAIN MUTUAL WATER COMPANY","Napa","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",371,1485,93209.82055,10.50756345,"Failing","YES","NO","NO","NO","NO",0.75,0.33,0.5,0.33,0,1.91,"Failing",0,0.5,0.5,"No","No","No","C","SW","SW","Self-produced",7.3038432252777
"1618","CA2300606","LAKE VIEW MUTUAL WATER CO.","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",29,90,49725,12.0470701,"Failing","NO","NO","NO","NO","YES",0.5,0.33,1.17,1.33,0,3.33,"Failing",1,0.5,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.51085950651685
"1619","CA1700518","LOCH LOMOND MUTUAL WATER CO","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",238,693,64861.35758,10.78353187,"Potentially At-Risk","NO","NO","NO","NO","NO",0,0.33,2,0.33,0,2.66,"Not Failing",NA,NA,1,"No","No","No","C","GW","GW","Self-produced",6.5424719605068
"1620","CA2300506","MEADOW ESTATES MUTUAL","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",35,100,40750,11.83331032,"Not At-Risk","NO","NO","NO","NO","NO",0.38,0.33,1.08,0,614000,1.79,"Not Failing",0.75,0,0.5,"Did not complete survey","No","Yes","C","GW","GW","Self-produced",4.61512051684126
"1621","CA1710014","MT. KONOCTI MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",1595,4360,76080.08492,13.25802047,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,1.5,0,0.67,0,2.42,"Not Failing",0,0,0,"No","No","No","C","SW","SW","Self-produced",8.38045666784277
"1622","CA1710008","NICE MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",1069,2731,42042.07007,18.99840872,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,1.33,1.08,0,442422,2.66,"Not Failing",0.75,0,0.5,"Yes","Yes","Yes","C","SW","SW","Self-produced",7.91278922069068
"1623","CA2300591","PINE MOUNTAIN MUTUAL WATER CO.","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",124,310,NA,NA,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,0.33,1.67,0.33,0,2.58,"Not Failing",1,0,1,"No","No","No","C","SW","SW","Self-produced",5.73979291217923
"1624","CA2300604","POINT OF VIEW MUTUAL WATER CO","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",30,56,58616,15.37579702,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0,0,0.58,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",4.04305126783455
"1625","CA2300605","RIVER ESTATES MUTUAL WATER COMPANY","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",83,250,60179,30.15302105,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.67,0.83,0,1.83,"Not Failing",0,0,1,"No","No","No","C","GW","GW","Self-produced",5.52545293913178
"1626","CA1700536","SUNRISE SHORE MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",42,83,105238,17.50868281,"At-Risk","NO","NO","NO","NO","NO",1.75,2,0,0,5e+05,3.75,"Not Failing",0,0,0,"Yes","Yes","Yes","C","GW","GW","Self-produced",4.43081679884331
"1627","CA2300590","SURFWOOD MUTUAL WATER CORPORATION","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",107,160,29647,15.37579702,"Failing","YES","NO","NO","NO","NO",0.75,1.33,2,0,0,4.08,"Failing",1,1,1,"Did not complete survey","No","No","C","SW","SW","Self-produced",5.08140436498446
"1628","CA1700657","WINDFLOWER POINT MUTUAL WATER COMPANY","Lake","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",25,25,24097,20.00401582,"Potentially At-Risk","NO","NO","NO","NO","NO",0,2,1,0,0,3,"Not Failing",NA,NA,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.25809653802148
"1629","CA2300832","HILLS RANCH MUTUAL WATER COMPANY","Mendocino","DISTRICT 03 - MENDOCINO","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",48,79,49880.13993,15.37579702,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,1.17,0,0,1.75,"Not Failing",1,0.5,0,"No","No","No","C","GW","GW","Self-produced",4.38202663467388
"1630","CA3500900","ASHFORD HIGHLANDS MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",56,132,208981.3096,33.82168688,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0.33,0,0,0.66,"Not Failing",0,1,0,"No","No","No","C","GW","GW","Self-produced",4.89034912822175
"1631","CA3500823","BEST ROAD MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",48,133,130714,23.48832394,"Failing","YES","NO","NO","YES","YES",3,0.33,1.08,1.33,0,5.74,"Failing",0.75,1,0,"No","No","No","C","GU","GW","Self-produced",4.89783979995091
"1632","CA4400642","CATHEDRAL WOOD MUTUAL WATER COMPANY","Santa Cruz","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",20,60,146250,8.577506375,"Not At-Risk","NO","NO","NO","NO","NO",1.25,0.33,0.33,0.33,0,2.24,"Not Failing",0,1,0,"No","No","No","C","SW","SW","Self-produced",4.11087386417331
"1633","CA3500912","COMSTOCK MUTUAL WATER COMPANY","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",33,100,70625,33.15539819,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.33,0.33,0.83,0,2.49,"Not Failing",0,0,0.5,"No","No","No","C","GW","GW","Self-produced",4.61512051684126
"1634","CA3500911","CREEKBRIDGE MUTUAL WATER COMPANY","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",22,69,51563,33.82168688,"At-Risk","NO","NO","NO","NO","NO",0,1.33,1.33,0.83,0,3.49,"Not Failing",1,1,0,"Yes","Yes","No","C","GW","GW","Self-produced",4.24849524204936
"1635","CA4410016","FOREST LAKES MWC","Santa Cruz","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",326,1067,103533.0064,13.77355753,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GU","GW","Self-produced",6.97354301952014
"1636","CA4400631","LAS CUMBRES MUTUAL WATER CO","Santa Cruz","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",125,402,121667,6.205906416,"Not At-Risk","NO","NO","NO","NO","NO",0.5,0.33,0.17,1.33,0,2.33,"Not Failing",0,0.5,0,"Yes","Yes","No","C","SW","SW","Self-produced",5.99893656194668
"1637","CA3500578","LOS MADRONES MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",13,36,131058,26.49810293,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,1.08,0.67,0,2.33,"Not Failing",0.75,1,0,"No","No","No","C","GW","GW","Self-produced",3.61091791264422
"1638","CA3500510","MCMAHON ROAD MUTUAL WATER COMPANY","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",32,102,140972,33.15539819,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0,0.67,0,2,"Not Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.63472898822964
"1639","CA3500581","RANCHO SAN JOAQUIN MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",30,914,148472,33.15539819,"Failing","YES","YES","NO","NO","NO",1.75,1.33,0,0.67,0,3.75,"Failing",0,0,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.81892406527552
"1640","CA4400621","RIVER GROVE MUTUAL WATER ASSN","Santa Cruz","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",25,54,119989.7191,13.77355753,"Failing","NO","NO","NO","YES","NO",3.5,1.33,0.17,0.67,0,5.67,"Failing",0,0.5,0,"No","No","No","C","SW","SW","Self-produced",4.00733318523247
"1641","CA3500549","ROSA MORADA MUTUAL WATER COMPANY","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",21,138,140972,33.15539819,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0,0,0.58,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",4.93447393313069
"1642","CA3500550","SAN JUSTO MUTUAL WATER COMPANY","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",62,160,210179,26.49810293,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0,0.83,0,2.16,"Not Failing",0,0,NA,"Did not complete survey","No","No","C","GW","GW","Self-produced",5.08140436498446
"1643","CA3500575","SPRINGWOOD ESTATES MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",15,50,140972,33.15539819,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.17,0.67,0,2.17,"Not Failing",0,0.5,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",3.93182563272433
"1644","CA4400559","SUMMIT MUTUAL WATER COMPANY","Santa Cruz","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",54,152,135086.0458,2.013449848,"Failing","YES","NO","NO","NO","NO",0.5,1.33,0.17,0.67,0,2.67,"Failing",0,0.5,0,"Did not complete survey","No","No","C","SW","SW","Self-produced",5.03043792139244
"1645","CA3500825","UNION HEIGHTS MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",29,98,51563,33.82168688,"Not At-Risk","NO","NO","NO","NO","NO",0,0.33,0,0,0,0.33,"Not Failing",NA,NA,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.59511985013459
"1646","CA3500552","VENTURE ESTATES MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",18,60,130714,23.48832394,"Not At-Risk","NO","NO","NO","NO","NO",0,1.33,0.17,0,0,1.5,"Not Failing",0,0.5,0,"No","No","No","C","GW","GW","Self-produced",4.11087386417331
"1647","CA4400595","VILLA DEL MONTE MWC","Santa Cruz","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",127,419,146220.5994,6.065902627,"Potentially At-Risk","NO","NO","NO","NO","NO",1.75,0,1.08,0.33,0,3.16,"Not Failing",0.75,1,0,"Yes","No","No","C","SW","SW","Self-produced",6.04025471127741
"1648","CA3500579","VINEYARD ESTATES MWC","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",26,90,90893,9.108766344,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1.5,0,1.5,0,3,"Not Failing",NA,NA,0,"Did not complete survey","No","No","C","GW","GW","Self-produced",4.51085950651685
"1649","CA3500576","AROMAS HILLS MUTUAL WATER ASSOCIATION","San Benito","DISTRICT 05 - MONTEREY","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",10,40,129271,26.49810293,"Potentially At-Risk","NO","NO","NO","NO","NO",0.25,2,0,0.67,0,2.92,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",3.71357206670431
"1650","CA4010002","ATASCADERO MUTUAL WATER CO","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",10927,30587,98922.36734,6.63750129,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0.33,0,0.33,"Not Failing",0,0,0,"Yes","Yes","No","C","GW","GW","Self-produced",10.3283630541641
"1651","CA5601104","CASITAS MUTUAL WATER COMPANY","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",83,238,48317.33339,17.33252412,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0,0,0,0,"Not Failing",0,0,0,"Did not complete survey","No","No","C","SWP","SW","Purchased",5.47646355193151
"1652","CA4010006","CAYUCOS BEACH MUTUAL WATER COMPANY","San Luis Obispo","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",783,2369,54369.69018,8.358666768,"Not At-Risk","NO","NO","NO","NO","NO",0,0,0.75,0,0,0.75,"Not Failing",0.75,0,0,"No","No","No","C","SWP","SW","Purchased",7.77064523412918
"1653","CA5610068","CLOVERDALE MUTUAL WATER CO.","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",147,455,37368.79801,42.50453313,"Potentially At-Risk","NO","NO","NO","NO","NO",0,1,1.42,0.33,0,2.75,"Not Failing",0.75,0,1,"Did not complete survey","No","No","C","GW","GW","Self-produced",6.12249280951439
"1654","CA5601125","COMMUNITY MUTUAL WATER CO","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",36,65,91192.69592,39.96729329,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0.33,0,0.67,0,1.25,"Not Failing",0,0,0,"No","No","No","C","GW","GW","Self-produced",4.18965474202643
"1655","CA5610058","CRESTVIEW MUTUAL WATER CO","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",630,2079,124901.4954,17.5269224,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0,0,0,0,0.25,"Not Failing",0,0,0,"Yes","No","No","C","SWP","SW","Purchased",7.64012317269536
"1656","CA5602103","CYPRESS MUTUAL WATER CO INC","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",68,228,61549.13782,37.69134801,"At-Risk","NO","NO","NO","NO","NO",0,2,0.67,0.83,0,3.5,"Not Failing",0,0,1,"No","No","No","C","SWP","SW","Purchased",5.43372200355424
"1657","CA5602104","DEL NORTE MUTUAL WATER CO.","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",84,211,94167,25.98843591,"At-Risk","NO","NO","NO","NO","NO",3.5,0.33,0,0.83,0,4.66,"Not Failing",0,0,NA,"No","No","No","C","GW","GW","Self-produced",5.35658627467201
"1658","CA5610001","DEMPSEY ROAD MUTUAL WATER CO","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",283,990,51277.5074,25.14018923,"Not At-Risk","NO","NO","NO","NO","NO",0,0.67,0.67,0.83,0,2.17,"Not Failing",0,0,1,"Did not complete survey","No","No","C","SWP","SW","Purchased",6.89871453432999
"1659","CA5601105","FILLMORE IRRIGATION CO","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",234,353,44828,25.60090352,"Not At-Risk","NO","NO","NO","NO","NO",0,0,1.33,0.67,0,2,"Not Failing",1,0,0.5,"Did not complete survey","No","No","C","GW","GW","Self-produced",5.86929691313377
"1660","CA5602108","GARDEN ACRES MUTUAL WATER CO","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",140,1335,41313,39.47229504,"Potentially At-Risk","NO","NO","NO","NO","NO",0,0.67,2,0,0,2.67,"Not Failing",1,1,1,"Yes","Yes","No","C","GW","GW","Self-produced",7.19743535409659
"1661","CA4210024","LA CUMBRE MUTUAL WATER CO","Santa Barbara","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",1472,4861,125434.7772,6.783082702,"Not At-Risk","NO","NO","NO","NO","NO",0.25,0,0,0,0,0.25,"Not Failing",0,0,0,"No","No","No","C","SWP","SW","Purchased",8.48920515487607
"1662","CA5601110","MIDDLE ROAD MUTUAL WATER CO","Ventura","DISTRICT 06 - SANTA BARBARA","Mutual Benefit","Mutual Water Company","No","Yes","Limited",NA,"Limited",48,134,71083,28.33835593,"Not At-Risk","NO","NO","NO","NO","NO",0,1,0,0,0,1,"Not Failing",0,0,0,"Yes","Yes","No","C","GWP","GW","Purchased",4.90527477843843
