PWSID,PWS_Name,Counties_Served,Primacy_FINAL,Primacy_agency_SWRCB email,SAFER_REGULATOR,TYPE_consolidated_2018_original,Draft_inst_update_source,Draft_inst_update,Final_inst_update,Inst_Subtype,Notes,Notes_last_updated,Weird_case,Activemarch29?,SAFER_status_2023
CA2000775,OAK CREEK MOBILE HOME PARK,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,OAK CREEK MOBILE HOME PARK,Not At-Risk
CA2000593,OAKHURST MOBILE HOME ESTATES,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,OAKHURST MOBILE HOME ESTATES,At-Risk
CA2000828,SHADY OAKS MOBILE HOME PARK LLC,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SHADY OAKS MOBILE HOME PARK LLC,Failing
CA2000592,TWO TWENTY FOUR MOBILE HOME PK,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,TWO TWENTY FOUR MOBILE HOME PK,Failing
CA2000605,WHISPERING PINES MHP,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,WHISPERING PINES MHP,Not At-Risk
CA2000608,WILDWOOD MOBILE HOME PK INC,Madera,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,LPA50 - MADERA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,WILDWOOD MOBILE HOME PK INC,At-Risk
CA2600547,CROWLEY LAKE TRAILER PARK,Mono,LPA56 - MONO COUNTY,LPA56 - MONO COUNTY,LPA56 - MONO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,CROWLEY LAKE TRAILER PARK,Not At-Risk
CA2600622,SIERRA EAST HOA,Mono,LPA56 - MONO COUNTY,LPA56 - MONO COUNTY,LPA56 - MONO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SIERRA EAST HOA,Failing
CA2700606,HIDDEN VIEWS MHP WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,HIDDEN VIEWS MHP WS,Not At-Risk
CA2702405,JENSEN MHP WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,JENSEN MHP WS,Failing
CA2701355,PRINCES CAMP RESORT WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,PRINCES CAMP RESORT WS,At-Risk
CA2700792,SUMMERHILL MHP WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SUMMERHILL MHP WS,At-Risk
CA2701687,VALLEY OAKS MHP WS,Monterey,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,LPA57 - MONTEREY COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,VALLEY OAKS MHP WS,Not At-Risk
CA2900529,GOLD COUNTRY HOME PARK - WATER SYSTEM,Nevada,LPA59 - NEVADA COUNTY,LPA59 - NEVADA COUNTY,LPA59 - NEVADA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,GOLD COUNTRY HOME PARK - WATER SYSTEM,Potentially At-Risk
CA2900530,ROUGH & READY MOBILEHOME VILLAGE,Nevada,LPA59 - NEVADA COUNTY,LPA59 - NEVADA COUNTY,LPA59 - NEVADA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ROUGH & READY MOBILEHOME VILLAGE,Not At-Risk
CA3100043,GOLD HILL MOBILEHOME PARK,Placer,LPA61 - PLACER COUNTY,LPA61 - PLACER COUNTY,LPA61 - PLACER COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,GOLD HILL MOBILEHOME PARK,Not At-Risk
CA3200127,ARLINGTON HEIGHTS MHP,Plumas,LPA62 - PLUMAS COUNTY,LPA62 - PLUMAS COUNTY,LPA62 - PLUMAS COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ARLINGTON HEIGHTS MHP,Not At-Risk
CA3200114,EVERGREEN MOTEL & MHP,Plumas,LPA62 - PLUMAS COUNTY,LPA62 - PLUMAS COUNTY,LPA62 - PLUMAS COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,EVERGREEN MOTEL & MHP,Not At-Risk
CA3200148,FEATHER RIVER RV & MHP,Plumas,LPA62 - PLUMAS COUNTY,#N/A,LPA62 - PLUMAS COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,FEATHER RIVER RV & MHP,Not At-Risk
CA3200189,VALIVU ESTATES MHP,Plumas,LPA62 - PLUMAS COUNTY,#N/A,LPA62 - PLUMAS COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,VALIVU ESTATES MHP,Not At-Risk
CA3301018,ANZA PINES MOBILE HOME PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ANZA PINES MOBILE HOME PARK,Not At-Risk
CA3301045,BLYTHE MOBILE HOME ESTATES,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,BLYTHE MOBILE HOME ESTATES,Failing
CA3301803,CASTRO TRAILER PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,CASTRO TRAILER PARK,Potentially At-Risk
CA3301209,DESERT VIEW TRAILER PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,DESERT VIEW TRAILER PARK,Potentially At-Risk
CA3301247,ELMS MOBILE PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ELMS MOBILE PARK,At-Risk
CA3301169,MURRIETA PALMS MOBILE HOME PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,MURRIETA PALMS MOBILE HOME PARK,Not At-Risk
CA3301482,ORTEGA OAKS RV PARK&CAMPGROUND,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ORTEGA OAKS RV PARK&CAMPGROUND,Failing
CA3301380,SAINT ANTHONY TRAILER PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SAINT ANTHONY TRAILER PARK,Failing
CA3303035,THERMAL PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,THERMAL PARK,Potentially At-Risk
CA3301717,VALLEY VIEW TRAILER PARK,Riverside,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,LPA63 - RIVERSIDE COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,VALLEY VIEW TRAILER PARK,At-Risk
CA3400103,B & W RESORT MARINA,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,B & W RESORT MARINA,Potentially At-Risk
CA3400150,DELTA CROSSING MHP,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,DELTA CROSSING MHP,Potentially At-Risk
CA3400433,EDGEWATER MOBILE HOME PARK,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,EDGEWATER MOBILE HOME PARK,At-Risk
CA3400122,EL DORADO WEST MHP,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,EL DORADO WEST MHP,Potentially At-Risk
CA3400191,ELEVEN OAKS MOBILE HOME COMMUNITY,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ELEVEN OAKS MOBILE HOME COMMUNITY,Potentially At-Risk
CA3400125,FREEPORT MARINA,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,FREEPORT MARINA,Not At-Risk
CA3400128,HAPPY HARBOR (SWS),Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,HAPPY HARBOR (SWS),Not At-Risk
CA3400335,HOLIDAY MOBILE VILLAGE,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,HOLIDAY MOBILE VILLAGE,Not At-Risk
CA3400190,IMPERIAL MANOR MOBILEHOME COMMUNITY,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,IMPERIAL MANOR MOBILEHOME COMMUNITY,Potentially At-Risk
CA3400135,KORTHS PIRATES LAIR,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,Marina and mobile home park (currently fully occupied) ; address matched with 34-0098-MP,2/3/23,,KORTHS PIRATES LAIR,At-Risk
CA3400397,LAGUNA VILLAGE RV PARK,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,LAGUNA VILLAGE RV PARK,Potentially At-Risk
CA3400179,MC CLELLAN MHP,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,MC CLELLAN MHP,Not At-Risk
CA3400401,PLANTATION MOBILE HOME PARK,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,PLANTATION MOBILE HOME PARK,Potentially At-Risk
CA3400149,RANCHO MARINA,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,RANCHO MARINA,At-Risk
CA3400107,RIVER'S EDGE MARINA & RESORT,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,RIVER'S EDGE MARINA & RESORT,Potentially At-Risk
CA3400169,SPINDRIFT MARINA,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SPINDRIFT MARINA,At-Risk
CA3400192,TUNNEL TRAILER PARK,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,TUNNEL TRAILER PARK,Not At-Risk
CA3400164,"VIEIRA'S RESORT, INC",Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,"VIEIRA'S RESORT, INC",Failing
CA3400331,WESTERNER MOBILE HOME PARK,Sacramento,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,WESTERNER MOBILE HOME PARK,Potentially At-Risk
CA3400121,EL DORADO MOBILE HOME PARK,Sacramento,LPA64 - SACRAMENTO COUNTY,#N/A,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,EL DORADO MOBILE HOME PARK,Not At-Risk
CA3400296,SAC CITY MOBILE HOME COMMUNITY LP,Sacramento,LPA64 - SACRAMENTO COUNTY,#N/A,LPA64 - SACRAMENTO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SAC CITY MOBILE HOME COMMUNITY LP,Not At-Risk
CA3601045,BEAR VALLEY MHP,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,"SDWIS address matched 36-0651-MP, BEAR VALLEY MHP (WESTLAND MHP)",3/13/13,,BEAR VALLEY MHP,Not At-Risk
CA3600385,BROOKSIDE MHP,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,BROOKSIDE MHP,Potentially At-Risk
CA3600388,DESERT VIEW MOBILE PARK,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,DESERT VIEW MOBILE PARK,Failing
CA3600391,HILLCREST MOBILE ESTATES,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,HILLCREST MOBILE ESTATES,Failing
CA3600397,MOSS MOBILE MANOR,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,MOSS MOBILE MANOR,At-Risk
CA3600399,PARADISE MOBILE ESTATES,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,PARADISE MOBILE ESTATES,At-Risk
CA3600155,RIVER RANCH MHP,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,RIVER RANCH MHP,Failing
CA3600400,APPLE VALLEY VILLAGE MHE,San Bernardino,LPA66 - SAN BERNARDINO COUNTY,#N/A,LPA66 - SAN BERNARDINO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,APPLE VALLEY VILLAGE MHE,Not At-Risk
CA3900606,A1 WINSTONS MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,A1 WINSTONS MOBILE HOME PARK,At-Risk
CA3900831,ARBOR MOBILE HOME PARK WS,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ARBOR MOBILE HOME PARK WS,At-Risk
CA3900586,B&G MOBILE HOME PARK LLC WS,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,B&G MOBILE HOME PARK LLC WS,At-Risk
CA3900907,BEL AIR MOBILE ESTATE,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,BEL AIR MOBILE ESTATE,Not At-Risk
CA3900637,BIG WHEEL MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,BIG WHEEL MOBILE HOME PARK,At-Risk
CA3900568,CARIBOU MOBILE PARK PWS,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,CARIBOU MOBILE PARK PWS,At-Risk
CA3900579,CENTURY MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,CENTURY MOBILE HOME PARK,Failing
CA3900983,CHERRY LANE TRAILER PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,CHERRY LANE TRAILER PARK,At-Risk
CA3900844,COUNTRY MANOR MHP,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,COUNTRY MANOR MHP,Not At-Risk
CA3900607,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,COUNTRY SQUIRE MOBILE ESTATES & WATER SY,At-Risk
CA3900842,DOUBLE L MOBILE ESTATES,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,DOUBLE L MOBILE ESTATES,Not At-Risk
CA3900569,EL RIO MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,EL RIO MOBILE HOME PARK,At-Risk
CA3900705,FINNLEES TRAILER PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,FINNLEES TRAILER PARK,At-Risk
CA3900649,GLENWOOD MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,GLENWOOD MOBILE HOME PARK,At-Risk
CA3900813,HAVEN ACRES RIVER CLUB INC,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,HAVEN ACRES RIVER CLUB INC,At-Risk
CA3900624,IL VINETO,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,IL VINETO,Potentially At-Risk
CA3900653,ISLANDER MARINA,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,ISLANDER MARINA,Not At-Risk
CA3901114,KING ISLAND TRAILER PARK WATER SYSTEM,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,KING ISLAND TRAILER PARK WATER SYSTEM,At-Risk
CA3900682,LOCKEFORD MOBILE HOME PARK WTR SYS,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,LOCKEFORD MOBILE HOME PARK WTR SYS,Potentially At-Risk
CA3900561,LODI LAKE MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,LODI LAKE MOBILE HOME PARK,Not At-Risk
CA3900661,MAPACHE TRAILER PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,MAPACHE TRAILER PARK,At-Risk
CA3901081,MOBILE VILLAS TRAILER PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,MOBILE VILLAS TRAILER PARK,Not At-Risk
CA3900719,MOKELUMNE MOBILE SENIOR PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,MOKELUMNE MOBILE SENIOR PARK,Potentially At-Risk
CA3900805,MOREHEAD PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,MOREHEAD PARK,Not At-Risk
CA3900664,NEW HOPE LANDING GENERAL STORE,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,NEW HOPE LANDING GENERAL STORE,Potentially At-Risk
CA3900762,RIVERSIDE MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,RIVERSIDE MOBILE HOME PARK,Not At-Risk
CA3900964,SAHARA MOBILE COURT,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SAHARA MOBILE COURT,At-Risk
CA3901215,SAN JUAN VISTA,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SAN JUAN VISTA,At-Risk
CA3900755,SHADY REST TRAILER COURT,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SHADY REST TRAILER COURT,At-Risk
CA3900602,TAHAMA VILLAGE MOBILE HOME PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,TAHAMA VILLAGE MOBILE HOME PARK,Not At-Risk
CA3901074,TWIN OAKS MOBILE PARK,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,TWIN OAKS MOBILE PARK,Not At-Risk
CA3900732,V & P TRAILER COURT WATER SYSTEM,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,V & P TRAILER COURT WATER SYSTEM,At-Risk
CA3900596,VILLA CEREZOS,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,VILLA CEREZOS,Not At-Risk
CA3900721,WOODBRIDGE MOBILE ESTATES,San Joaquin,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,LPA69 - SAN JOAQUIN COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,WOODBRIDGE MOBILE ESTATES,At-Risk
CA4000654,RESTHAVEN MOBILE HOME PARK,San Luis Obispo,LPA70 - SAN LUIS OBISPO COUNTY,LPA70 - SAN LUIS OBISPO COUNTY,LPA70 - SAN LUIS OBISPO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,RESTHAVEN MOBILE HOME PARK,Failing
CA4000649,LOS ROBLES MOBILE HOME ESTATES,San Luis Obispo,LPA70 - SAN LUIS OBISPO COUNTY,#N/A,LPA70 - SAN LUIS OBISPO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,LOS ROBLES MOBILE HOME ESTATES,Not At-Risk
CA4000653,RANCHO COLINA MOBILE HOME PARK,San Luis Obispo,LPA70 - SAN LUIS OBISPO COUNTY,#N/A,LPA70 - SAN LUIS OBISPO COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,RANCHO COLINA MOBILE HOME PARK,At-Risk
CA4200842,SAINT MARIE MOBILE HOME PARK,Santa Barbara,LPA72 - SANTA BARBARA COUNTY,LPA72 - SANTA BARBARA COUNTY,LPA72 - SANTA BARBARA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SAINT MARIE MOBILE HOME PARK,Failing
CA4200827,SANTA YNEZ ROBLAR MOBILE HOME PARK,Santa Barbara,LPA72 - SANTA BARBARA COUNTY,LPA72 - SANTA BARBARA COUNTY,LPA72 - SANTA BARBARA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,SANTA YNEZ ROBLAR MOBILE HOME PARK,Not At-Risk
CA4500200,AMBERWOOD MOBILE HOME PARK,Shasta,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,LPA75 - SHASTA COUNTY,MHP,Original,MHP,Mobile Home Park,,,,,AMBERWOOD MOBILE HOME PARK,Potentially At-Risk
